"id_str";"tweet";"user_name";"place_name";"time";"reply_to";"place_id";"len";"coordinates"
"124542003592704001";"@lovenlivehappy I read the menu Holmes but thus was definately NoT on it!
It's a special Watson - check the blackboard -";"thefreetrail";"Havering, London";"2011-10-13 19:48:22+02";"124529608291909633";1;120;"0101000020E6100000A8616CDFAB6FC63F6D09AF134DCB4940"
"124547702422904833";"My iPhone has put me in the Worst mood 2k11 FAAACKK";"ellierosebraun";"Havering, London";"2011-10-13 20:11:00+02";"";1;51;"0101000020E61000002B4190CD9FC0D03F9510ACAA17C84940"
"124547773193400320";"@MissDawnie_x what's that then lol";"Sportycorty16v";"Havering, London";"2011-10-13 20:11:17+02";"124544320048087040";1;34;"0101000020E6100000EB189978EEDAC93F9A8A7D970CC24940"
"124552413066694656";"@Cullj12 @cjpittsy @danw44 Cullj only you!! ran up the stairs today check me out!!!!!";"DeeJ_27";"Havering, London";"2011-10-13 20:29:44+02";"124550437541130240";1;85;"0101000020E6100000658D597A5D54CB3F4C0379556BCD4940"
"124553030770245633";"The weekend starts here.";"POckelford";"Havering, London";"2011-10-13 20:32:11+02";"";1;24;"0101000020E610000005AF4CAE18E4CA3FF4F3F0AFAFCA4940"
"124553912048041984";"Today someone described buttons as nobbles!";"LauraG78";"Havering, London";"2011-10-13 20:35:41+02";"";1;43;"0101000020E61000001677723C5574CE3F2B82A4F4F1C64940"
"124577184525451264";"R.I.P @Jack_Marshall_";"DanEssex007";"Havering, London";"2011-10-13 22:08:09+02";"";1;21;"0101000020E6100000A0877F7D19B1C73FBD516D6831C94940"
"124557001261981696";"Didn't get the job but hopefully there's some good to come out of this for me in a few years.";"psleech";"Havering, London";"2011-10-13 20:47:57+02";"";1;93;"0101000020E61000000974C342EF85D03F4EAEEFE4CFC54940"
"124559295290417152";"Nothing has ever bothered me as much as my recent realization that I have never seen bird testicles.";"tenpoundmouse";"Havering, London";"2011-10-13 20:57:04+02";"";1;100;"0101000020E610000039B9BE933F2DCF3FA875979B5AC74940"
"124559753983692801";"Drinking decafe coffee is like drinking non alcholic beer #pointless";"haydensharp";"Havering, London";"2011-10-13 20:58:54+02";"";1;68;"0101000020E610000064A37BEFD2FAC73F27EA79F579C94940"
"124561044780752896";"Can't stop smiling 😊 Love you so much ❤";"xcoops89x";"Havering, London";"2011-10-13 21:04:01+02";"";1;40;"0101000020E61000008E8CDD57486DC93F4518793885C74940"
"124561559598018561";"Used car recently added: #VAUXHALL #VECTRA only £100 http://t.co/8BMrVxf7";"AutoTrader_Cars";"Havering, London";"2011-10-13 21:06:04+02";"";1;73;"0101000020E6100000618DB3E908E0C43FE9B81AD995CC4940"
"124615316130115584";"In The Sun http://t.co/2GGnkzW8";"mrfrankspencer";"Havering, London";"2011-10-14 00:39:41+02";"";1;31;"0101000020E6100000D7DB662AC423C93FEC34D25279C94940"
"124562655791951872";"I never know what to do with my hands during sex. I just end up snapping my fingers along with the rhythm.";"tenpoundmouse";"Havering, London";"2011-10-13 21:10:26+02";"";1;106;"0101000020E61000007E115DE5432FCF3FD2E184B65AC74940"
"124562934528622592";"...and sometimes Chewbacca impressions.";"tenpoundmouse";"Havering, London";"2011-10-13 21:11:32+02";"";1;39;"0101000020E61000007E115DE5432FCF3FD2E184B65AC74940"
"124566139232714752";"@BBK_Legend Berkshire right? 30 minutes west of London m4? Nah don't know where that is at all";"MadeInJessex";"Havering, London";"2011-10-13 21:24:16+02";"124564021063073793";1;94;"0101000020E6100000F97E722DBD2AC83F4ED1D37850C44940"
"124566832505032705";"@RosieJWestall hahaa don't miss my smell to much at Darlington..xx";"ellierosebraun";"Havering, London";"2011-10-13 21:27:01+02";"";1;66;"0101000020E61000002B4190CD9FC0D03F9510ACAA17C84940"
"124569905851932672";"@staywithgrace ik omfg, I really hope he actually turns up";"staywithgeorgia";"Havering, London";"2011-10-13 21:39:14+02";"124561474264895488";1;58;"0101000020E61000004F1A7285DA63C93FA77088E1B8C74940"
"124569911564582912";"@FoxyMsMoxie yup! So I can txt my friends in aus.";"glen_g";"Havering, London";"2011-10-13 21:39:15+02";"124569752986333184";1;49;"0101000020E6100000D50EB9F85FD7C43F9B6F650516C94940"
"124570291090370560";"@lauralou81 can't beat it! X";"DJTeaghenFraser";"Havering, London";"2011-10-13 21:40:46+02";"";1;28;"0101000020E61000007FAB8E7F1308D13FA058E17581C84940"
"124570735959212032";"Now a qualified fire marshal #callmefiremanhannah";"hannahsparkes";"Havering, London";"2011-10-13 21:42:32+02";"";1;49;"0101000020E6100000DA09696C333EC43F228F5C0E26CC4940"
"124571479030505472";"@Lady_Sulpicia evening how has your day been";"mademaddycullen";"Havering, London";"2011-10-13 21:45:29+02";"124566053148835841";1;44;"0101000020E6100000EC12D55B03DBCF3FBB140D08E3C54940"
"124573470284722176";"@FrankieCocozza love you Frankie :-) x x x";"staywithgeorgia";"Havering, London";"2011-10-13 21:53:24+02";"124571486668324864";1;42;"0101000020E61000003FF362F6EC18CA3F67A06CA987C54940"
"124573619648081920";"@ZaynMaliksChick hi";"muhammadyaver";"Havering, London";"2011-10-13 21:54:00+02";"124572665309691904";1;19;"0101000020E61000008ACE117D67C9C83F78F0F2F8E6C94940"
"124573639579414528";"@kitch4 haha :). How was work?";"hannahsparkes";"Havering, London";"2011-10-13 21:54:04+02";"124570961231089664";1;30;"0101000020E6100000FD6751C86340C43F4E08A1AC2DCC4940"
